@RELATION fitness

@ATTRIBUTE attribute_predictions STRING
@ATTRIBUTE objectsFound STRING
@ATTRIBUTE class {fitness}

@DATA
"enclosed area, no horizon, man-made, cloth, competing, metal, indoor lighting, working, exercise","gymnasium/indoor",fitness
"natural light, open area, man-made, trees, foliage, sunny, leaves, vegetation, grass","?",fitness
"enclosed area, no horizon, man-made, indoor lighting, cloth, working, metal, competing, exercise","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, indoor lighting, plastic, using tools","?",fitness
"enclosed area, no horizon, man-made, indoor lighting, working, glossy, cloth, glass, metal","beauty_salon, gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, grass, natural light, working, reading, playing","office_cubicles",fitness
"no horizon, enclosed area, man-made, indoor lighting, glossy, metal, working, cloth, plastic","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, competing, metal, vertical components, sports, exercise","boxing_ring, jail_cell",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, metal, glossy, competing","?",fitness
"no horizon, man-made, enclosed area, natural light, wood, cloth, dirty, concrete, horizontal components","?",fitness
"enclosed area, no horizon, man-made, indoor lighting, glossy, cloth, metal, matte, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, competing, indoor lighting, natural light","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, glossy, metal, working, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, competing, indoor lighting, stressful","gymnasium/indoor",fitness
"natural light, open area, man-made, sunny, clouds, grass, metal, vertical components, vegetation","playground, water_park",fitness
"no horizon, man-made, enclosed area, metal, working, glass, indoor lighting, vertical components, cloth","gymnasium/indoor, jail_cell",fitness
"no horizon, man-made, enclosed area, metal, competing, cloth, exercise, sports, vertical components","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, vertical components, natural light, metal, competing, exercise","jail_cell",fitness
"no horizon, enclosed area, man-made, cloth, competing, indoor lighting, sports, exercise, working","martial_arts_gym",fitness
"man-made, no horizon, enclosed area, cloth, competing, sports, natural light, working, exercise","gymnasium/indoor, martial_arts_gym",fitness
"natural light, boating, open area, far-away horizon, swimming, ocean, diving, enclosed area, natural","martial_arts_gym",fitness
"man-made, no horizon, enclosed area, metal, cloth, vertical components, working, indoor lighting, natural light","martial_arts_gym",fitness
"enclosed area, no horizon, man-made, working, indoor lighting, cloth, glossy, metal, plastic","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, working, sports, exercise","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, competing, using tools, stressful","gymnasium/indoor",fitness
"no horizon, enclosed area, cloth, competing, man-made, sports, exercise, indoor lighting, warm","boxing_ring",fitness
"no horizon, man-made, enclosed area, metal, indoor lighting, glossy, working, using tools, transporting","?",fitness
"no horizon, man-made, enclosed area, cloth, working, wood, metal, glass, natural light","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, stressful, metal, competing","jail_cell",fitness
"man-made, no horizon, enclosed area, cloth, working, metal, natural light, glass, using tools","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, metal, working, plastic, matte","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, competing, exercise, stressful","martial_arts_gym, gymnasium/indoor",fitness
"no horizon, enclosed area, cloth, man-made, indoor lighting, working, stressful, matte, training","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, glossy, swimming, sports","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, cloth, metal, competing, exercise, indoor lighting, sports","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, glossy, metal, working, competing, matte","gymnasium/indoor, server_room",fitness
"man-made, no horizon, metal, enclosed area, working, cloth, using tools, vertical components, natural light","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, indoor lighting, stressful, training, paper","beauty_salon",fitness
"no horizon, man-made, natural light, cloth, open area, enclosed area, warm, competing, sunny","?",fitness
"no horizon, man-made, enclosed area, working, metal, indoor lighting, cloth, glossy, natural light","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, indoor lighting, metal, glossy, working, competing, using tools","boxing_ring",fitness
"no horizon, man-made, cloth, enclosed area, working, metal, competing, using tools, stressful","stage/outdoor, martial_arts_gym",fitness
"man-made, no horizon, enclosed area, indoor lighting, glossy, metal, glass, natural light, competing","?",fitness
"no horizon, man-made, enclosed area, grass, competing, sports, playing, exercise, natural light","recreation_room",fitness
"no horizon, natural light, open area, dry, dirt, dirty, man-made, warm, natural","?",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, working, metal, glossy, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, competing, cloth, working, sports, metal","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, sports, glossy, exercise","martial_arts_gym",fitness
"man-made, no horizon, enclosed area, cloth, working, natural light, metal, glass, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, natural light, sports, exercise","?",fitness
"no horizon, enclosed area, cloth, competing, sports, man-made, exercise, indoor lighting, warm","martial_arts_gym",fitness
"no horizon, man-made, natural light, wood, cloth, enclosed area, open area, fencing, vertical components","barndoor",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, using tools, competing, natural light","jail_cell, gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, working, metal, competing, glossy","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, cloth, metal, indoor lighting, working, vertical components, glossy","elevator/door, jail_cell",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, glossy, working, competing, metal","?",fitness
"no horizon, man-made, enclosed area, indoor lighting, open area, dry, natural light, aged, metal","?",fitness
"no horizon, natural light, man-made, open area, plastic, diving, swimming, cloth, warm","water_park",fitness
"natural light, open area, man-made, no horizon, sunny, warm, cloth, clouds, plastic","beauty_salon",fitness
"man-made, natural light, no horizon, open area, sunny, dry, enclosed area, cloth, climbing","?",fitness
"no horizon, man-made, indoor lighting, cloth, open area, enclosed area, natural light, foliage, vegetation","?",fitness
"no horizon, man-made, natural light, cloth, enclosed area, competing, open area, sports, exercise","martial_arts_gym, boxing_ring",fitness
"no horizon, man-made, natural light, cloth, enclosed area, open area, stressful, spectating, working","stage/outdoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, socializing, working, stressful, plastic","discotheque",fitness
"man-made, no horizon, enclosed area, indoor lighting, competing, cloth, plastic, sports, shopping","gas_station",fitness
"natural light, open area, vegetation, sunny, grass, foliage, leaves, natural, man-made","vineyard",fitness
"no horizon, man-made, enclosed area, glossy, cloth, indoor lighting, metal, competing, glass","amusement_arcade",fitness
"man-made, no horizon, natural light, open area, cloth, competing, sports, sunny, grass","martial_arts_gym",fitness
"man-made, no horizon, enclosed area, cloth, working, metal, natural light, glossy, glass","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, metal, glossy, working, matte, transporting","?",fitness
"man-made, enclosed area, no horizon, cloth, working, metal, indoor lighting, competing, natural light","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, working, metal, natural light, wood, glass, cloth","?",fitness
"enclosed area, no horizon, man-made, working, metal, cloth, indoor lighting, glass, wood","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, sports, working, glossy","martial_arts_gym, boxing_ring",fitness
"no horizon, natural light, man-made, cloth, open area, dry, dirty, warm, dirt","?",fitness
"no horizon, enclosed area, man-made, cloth, competing, sports, natural light, exercise, glossy","?",fitness
"no horizon, enclosed area, man-made, cloth, competing, indoor lighting, exercise, sports, stressful","martial_arts_gym, gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, metal, working, cloth, using tools, natural light, vertical components","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, working, cloth, glossy, metal, wood","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, working, metal, cloth, indoor lighting, glossy, matte","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, metal, working, competing, exercise","gymnasium/indoor",fitness
"man-made, natural light, open area, no horizon, competing, sports, exercise, grass, sunny","volleyball_court/outdoor",fitness
"no horizon, man-made, enclosed area, cloth, working, indoor lighting, metal, natural light, glossy","gymnasium/indoor",fitness
"natural light, open area, man-made, sunny, clouds, far-away horizon, grass, driving, transporting","?",fitness
"natural light, open area, man-made, sunny, clouds, grass, metal, vegetation, trees","playground, water_park",fitness
"no horizon, man-made, natural light, cloth, enclosed area, competing, sports, open area, exercise","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, natural light, cloth, wood, concrete, pavement, dry","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, glossy, metal, working, cloth, matte","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, metal, indoor lighting, glossy, working, transporting, matte","?",fitness
"no horizon, man-made, natural light, cloth, enclosed area, wood, open area, glass, competing","?",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, asphalt, matte, driving","?",fitness
